game_id,game,round,phase,season_code,team_id_a,team_id_b,fast_break_points_a,fast_break_points_b,turnover_points_a,turnover_points_b,second_chance_points_a,second_chance_points_b,defensive_rebounds_a,offensive_rebounds_b,offensive_rebounds_a,defensive_rebounds_b,turnovers_starters_a,turnovers_bench_a,turnovers_starters_b,turnovers_bench_b,steals_starters_a,steals_bench_a,steals_starters_b,steals_bench_b,assists_starters_a,assists_bench_a,assists_starters_b,assists_bench_b,points_starters_a,points_bench_a,points_starters_b,points_bench_b,max_a,minute_prev_a,prev_a,minute_str_a,str_a,max_b,minute_prev_b,prev_b,minute_str_b,str_b,max_lead_a,max_lead_b,minute_max_lead_a,minute_max_lead_b,points_max_lead_a,points_max_lead_b
E2023_125,BAR-MIL,14,REGULAR SEASON,E2023,BAR,MIL,7,0,14,8,4,10,23,11,8,23,3,6,7,4,4,3,2,2,8,12,8,3,46,40,58,32,8,19,36-51,23,44-51,7,4,10-14,7,10-21,0,15,0,8,,12-27
E2023_126,OLY-PAM,14,REGULAR SEASON,E2023,OLY,PAM,9,7,14,12,8,4,20,11,10,27,9,6,5,12,8,2,4,4,10,5,5,6,40,16,26,37,12,2,0-5,5,12-5,8,14,19-20,16,19-28,7,12,5,26,12-5,31-43
E2023_127,BER-BAR,15,REGULAR SEASON,E2023,BER,BAR,0,0,18,15,10,14,23,13,10,23,9,5,7,8,5,4,7,1,9,9,13,6,47,27,43,27,11,20,36-41,23,47-41,9,4,7-10,7,7-19,13,12,35,7,70-57,7-19
E2023_128,RED-MAD,15,REGULAR SEASON,E2023,RED,MAD,7,7,14,9,14,0,23,6,13,29,6,9,8,9,6,2,5,7,10,5,9,13,31,27,25,47,7,1,0-0,3,7-0,7,7,16-11,9,16-18,8,19,4,37,11-3,51-70
E2023_129,TEL-BAS,15,REGULAR SEASON,E2023,TEL,BAS,8,21,20,13,17,8,34,7,16,28,7,5,8,6,5,4,4,3,19,8,13,8,41,48,47,34,8,37,81-79,40,89-79,15,18,47-38,22,47-53,11,6,15,22,41-30,47-53
E2023_130,PAM-PAR,15,REGULAR SEASON,E2023,PAM,PAR,0,8,9,15,16,4,25,8,17,24,11,5,8,5,3,2,7,5,11,5,8,6,40,27,47,25,8,16,22-28,18,30-28,6,20,34-33,22,34-39,2,11,18,31,30-28,44-55
E2023_131,VIR-OLY,15,REGULAR SEASON,E2023,VIR,OLY,2,0,14,7,13,12,24,10,12,28,6,3,3,8,4,1,4,1,10,6,7,13,42,27,33,34,7,36,60-65,38,67-65,8,10,17-19,13,17-27,2,13,38,17,67-65,22-35
E2023_132,MCO-PAN,15,REGULAR SEASON,E2023,MCO,PAN,0,6,9,24,13,7,27,10,10,19,12,3,5,3,2,3,5,4,11,7,13,5,49,41,62,29,7,13,24-28,13,31-28,7,35,80-70,37,80-77,15,8,26,7,60-45,10-18
E2023_133,MIL-ASV,15,REGULAR SEASON,E2023,MIL,ASV,11,2,27,7,9,9,28,7,5,23,5,7,14,4,9,5,2,1,20,7,10,1,50,34,40,21,11,3,5-8,6,16-8,11,7,20-10,10,20-21,23,5,28,1,65-42,0-5
E2023_134,MUN-IST,15,REGULAR SEASON,E2023,MUN,IST,9,5,22,5,12,19,21,9,10,29,6,0,10,8,9,3,3,2,14,10,12,2,50,36,44,27,11,6,8-12,8,19-12,10,28,71-51,31,71-61,20,4,28,3,71-51,2-6
E2023_135,ULK-ZAL,15,REGULAR SEASON,E2023,ULK,ZAL,11,10,18,14,7,4,23,4,7,25,9,5,14,0,7,2,6,0,13,5,12,8,51,29,58,20,11,30,53-62,31,64-62,6,10,22-26,12,22-32,7,14,36,15,75-68,26-40
E2023_136,TEL-RED,16,REGULAR SEASON,E2023,TEL,RED,15,12,13,20,14,23,22,13,11,21,10,7,4,10,6,0,4,4,12,7,5,19,64,28,43,55,7,26,53-72,28,60-72,9,20,42-48,21,42-57,4,19,3,26,6-2,53-72
E2023_137,MAD-PAR,16,REGULAR SEASON,E2023,MAD,PAR,8,0,24,7,11,13,23,10,8,25,5,7,5,11,4,6,2,4,13,12,4,12,55,36,31,44,12,24,57-44,27,69-44,7,39,91-68,40,91-75,27,3,29,2,76-49,2-5
E2023_138,PAM-VIR,16,REGULAR SEASON,E2023,PAM,VIR,12,6,22,20,11,2,22,6,7,15,14,7,14,5,4,2,11,5,4,6,15,6,48,31,45,26,9,27,49-52,29,58-52,8,12,30-23,14,30-31,8,10,40,20,79-71,37-47
E2023_139,BER-ULK,16,REGULAR SEASON,E2023,BER,ULK,6,7,16,8,9,16,17,11,7,28,6,3,9,7,5,5,3,0,6,9,21,4,39,43,49,42,9,29,57-72,33,66-72,7,20,47-51,22,47-58,9,17,12,28,35-26,52-69
E2023_140,IST-BAS,16,REGULAR SEASON,E2023,IST,BAS,14,14,17,8,16,10,23,10,11,25,4,5,7,3,3,1,1,1,13,3,15,3,61,19,39,48,6,4,6-9,7,12-9,10,33,68-66,36,68-76,5,13,12,39,22-17,74-87
E2023_141,MIL-PAN,16,REGULAR SEASON,E2023,MIL,PAN,6,2,20,14,10,3,24,9,8,28,7,5,5,8,4,4,5,2,9,5,9,8,45,23,45,31,9,15,24-32,16,33-32,10,10,24-22,15,24-32,8,8,9,15,21-13,24-32
E2023_142,MUN-MCO,16,REGULAR SEASON,E2023,MUN,MCO,8,4,10,23,15,9,23,8,12,22,10,8,5,3,1,3,1,4,6,12,7,5,38,42,51,40,10,27,44-62,29,54-62,10,13,20-24,16,20-34,0,20,0,24,,36-56
E2023_143,ASV-OLY,16,REGULAR SEASON,E2023,ASV,OLY,8,9,17,18,16,5,18,7,13,23,9,5,7,7,5,1,4,3,11,7,12,12,46,27,49,36,11,23,41-59,27,52-59,12,27,52-59,29,52-71,3,19,4,29,7-4,52-71
E2023_144,ZAL-BAR,16,REGULAR SEASON,E2023,ZAL,BAR,3,8,5,19,10,10,24,11,5,22,7,6,5,6,3,1,3,0,9,8,16,9,45,35,55,30,11,1,0-5,5,11-5,8,7,16-13,8,16-21,7,6,5,10,14-7,22-28
E2023_145,IST-ULK,17,REGULAR SEASON,E2023,IST,ULK,14,9,16,13,16,14,22,8,8,25,6,3,9,4,2,1,4,2,12,5,16,6,65,19,54,35,7,22,52-51,24,59-51,8,34,78-74,37,78-82,8,7,15,40,44-36,82-89
E2023_146,MIL-BAS,17,REGULAR SEASON,E2023,MIL,BAS,17,9,12,12,10,2,29,5,9,27,8,7,6,10,7,4,4,5,16,5,8,11,62,14,28,39,11,21,46-33,25,57-33,12,26,58-36,30,58-48,24,0,25,0,57-33,
E2023_147,MUN-PAM,17,REGULAR SEASON,E2023,MUN,PAM,8,0,14,2,15,4,24,5,13,26,3,3,4,5,3,3,2,1,13,8,11,8,52,33,52,32,8,25,50-54,28,58-54,7,11,18-16,12,18-23,6,7,37,24,79-73,45-52
E2023_148,ASV-MAD,17,REGULAR SEASON,E2023,ASV,MAD,11,6,14,10,4,5,26,9,6,26,5,5,6,3,3,1,3,3,13,3,8,11,62,14,41,36,8,17,25-26,18,33-26,16,30,57-51,36,57-67,9,11,5,37,13-4,59-70
E2023_149,ZAL-TEL,17,REGULAR SEASON,E2023,ZAL,TEL,14,6,12,25,16,15,21,13,13,26,6,9,8,7,4,3,4,4,8,2,9,12,54,16,55,23,9,3,2-6,5,11-6,13,25,44-48,29,44-61,6,17,6,29,14-8,44-61
E2023_150,PAN-RED,17,REGULAR SEASON,E2023,PAN,RED,4,11,11,6,14,6,25,8,15,22,5,6,6,8,4,4,3,4,10,3,5,7,47,35,33,32,7,4,4-7,7,11-7,6,22,44-33,24,44-39,18,3,39,4,81-63,4-7
E2023_151,BER-OLY,17,REGULAR SEASON,E2023,BER,OLY,2,4,14,20,8,6,16,6,7,28,4,10,6,5,2,2,5,4,13,7,20,10,45,22,54,40,10,8,18-19,13,28-19,12,26,51-58,31,51-70,11,29,14,40,34-23,65-94
E2023_152,MCO-BAR,17,REGULAR SEASON,E2023,MCO,BAR,0,4,21,6,10,10,25,12,10,25,5,2,9,6,6,3,2,0,10,7,6,7,46,45,27,44,17,32,67-55,36,84-55,8,38,91-63,40,91-71,30,0,37,0,89-59,
E2023_153,PAR-VIR,17,REGULAR SEASON,E2023,PAR,VIR,4,8,14,15,7,7,19,7,13,21,8,6,11,3,4,4,4,4,3,10,13,7,29,46,46,31,9,23,36-49,25,45-49,9,7,10-12,9,10-21,2,13,1,17,2-0,28-41
E2023_154,ULK-RED,18,REGULAR SEASON,E2023,ULK,RED,8,11,8,19,11,8,24,10,8,26,10,5,4,6,3,3,2,4,12,8,5,15,52,24,55,30,6,6,11-14,8,17-14,11,29,57-50,31,57-61,11,12,25,39,51-40,67-79
E2023_155,TEL-MCO,18,REGULAR SEASON,E2023,TEL,MCO,13,13,17,21,17,6,27,5,12,21,6,6,5,6,4,2,3,2,11,8,11,4,68,25,55,28,12,5,8-8,9,20-8,11,21,52-35,25,52-46,18,4,19,3,46-28,2-6
E2023_156,OLY-MIL,18,REGULAR SEASON,E2023,OLY,MIL,6,9,12,24,21,0,23,4,14,12,9,8,8,2,2,1,6,5,17,5,13,8,44,35,24,50,10,2,0-2,4,10-2,7,34,70-57,35,70-64,15,2,29,2,63-48,0-2
E2023_157,PAR-ASV,18,REGULAR SEASON,E2023,PAR,ASV,9,13,18,10,12,4,30,8,9,28,2,7,9,2,3,4,2,2,5,11,14,6,44,46,32,45,14,21,50-33,26,64-33,10,27,69-38,31,69-48,31,0,26,0,64-33,
E2023_158,ZAL-BER,18,REGULAR SEASON,E2023,ZAL,BER,7,4,16,12,15,12,21,16,14,22,11,5,12,8,5,5,7,3,9,8,13,4,37,40,56,15,9,9,20-25,12,29-25,8,7,20-17,9,20-25,10,5,16,3,37-27,3-8
E2023_159,BAR-MAD,18,REGULAR SEASON,E2023,BAR,MAD,0,0,13,9,16,10,25,9,14,23,5,3,5,6,5,1,2,3,8,12,13,5,54,29,38,40,16,30,58-62,35,74-62,7,28,58-55,30,58-62,12,8,35,7,74-62,14-22
E2023_160,BAS-PAN,18,REGULAR SEASON,E2023,BAS,PAN,5,4,15,13,8,8,29,11,6,28,6,9,5,8,1,1,4,6,7,9,4,10,28,47,38,35,12,25,31-48,29,43-48,11,14,22-17,16,22-28,5,17,14,25,22-17,31-48
E2023_161,PAM-IST,18,REGULAR SEASON,E2023,PAM,IST,15,7,13,6,14,15,29,13,12,25,2,5,6,3,2,1,1,3,8,15,18,3,43,50,58,30,10,16,29-35,18,39-35,9,13,29-26,16,29-35,9,8,39,4,91-82,0-8
E2023_162,VIR-MUN,18,REGULAR SEASON,E2023,VIR,MUN,0,2,16,14,11,9,22,9,12,26,3,4,9,4,7,0,2,3,13,5,8,9,64,21,53,30,7,13,27-33,16,34-33,7,11,25-24,13,25-31,4,9,38,26,83-79,53-62
E2023_163,RED-PAR,19,REGULAR SEASON,E2023,RED,PAR,14,5,22,11,15,12,17,16,14,17,5,7,10,6,4,7,8,1,7,14,5,6,26,62,43,29,9,11,27-16,14,36-16,9,36,77-59,37,77-68,23,1,21,3,52-29,3-4
E2023_164,ASV-ZAL,19,REGULAR SEASON,E2023,ASV,ZAL,4,12,21,20,9,11,23,10,12,14,14,6,10,5,4,0,5,4,20,4,6,6,85,8,32,47,9,27,63-54,27,72-54,9,36,82-64,37,82-73,18,0,27,0,72-54,
E2023_165,ULK-TEL,19,REGULAR SEASON,E2023,ULK,TEL,16,7,24,5,10,8,29,11,6,15,2,6,8,4,5,3,2,2,18,9,9,7,44,65,46,28,13,10,22-22,13,35-22,7,13,35-22,14,35-29,37,1,40,7,109-72,14-15
E2023_166,OLY-MCO,19,REGULAR SEASON,E2023,OLY,MCO,6,8,7,7,5,14,25,14,5,24,5,2,1,3,1,0,3,1,14,4,15,3,56,19,46,27,7,9,13-21,11,20-21,7,5,8-6,6,8-13,4,8,40,9,74-70,13-21
E2023_167,BER-VIR,19,REGULAR SEASON,E2023,BER,VIR,2,0,9,23,5,14,24,14,7,25,10,7,6,5,2,2,5,3,5,4,12,5,45,23,46,37,12,19,22-48,22,34-48,16,3,5-5,8,5-21,0,26,0,19,,22-48
E2023_168,MIL-MUN,19,REGULAR SEASON,E2023,MIL,MUN,8,0,23,15,2,12,24,12,6,21,5,9,10,4,2,3,6,1,11,5,8,4,31,45,42,20,11,31,50-50,33,61-50,6,11,21-14,13,21-20,18,0,36,0,70-52,
E2023_169,BAR-BAS,19,REGULAR SEASON,E2023,BAR,BAS,0,0,17,23,9,14,25,11,9,14,11,9,7,7,3,3,4,8,14,10,12,7,60,29,56,29,8,37,78-82,40,86-82,8,30,62-65,33,62-73,9,11,14,33,34-25,62-73
E2023_170,MAD-IST,19,REGULAR SEASON,E2023,MAD,IST,10,4,19,12,10,10,38,17,11,39,8,3,5,10,6,3,3,3,26,1,8,9,121,9,73,53,10,25,43-53,27,53-53,11,20,38-33,22,38-44,8,10,10,25,23-15,43-53
E2023_171,PAM-PAN,19,REGULAR SEASON,E2023,PAM,PAN,21,5,11,20,13,19,28,12,11,20,6,10,8,3,4,1,6,1,11,8,12,3,43,38,54,28,10,25,50-59,28,60-59,10,20,47-44,22,47-54,7,9,14,25,33-26,50-59
E2023_172,ULK-PAR,20,REGULAR SEASON,E2023,ULK,PAR,16,6,10,12,10,9,25,8,8,18,6,5,7,6,1,3,5,2,11,8,8,4,29,62,49,27,16,30,66-64,35,82-64,8,5,12-12,6,12-20,19,17,36,11,85-66,19-36
E2023_173,MCO-BAS,20,REGULAR SEASON,E2023,MCO,BAS,4,8,32,6,11,10,20,11,11,26,2,4,7,12,0,7,1,3,11,8,13,7,56,37,32,51,12,15,29-35,18,41-35,8,35,81-69,36,81-77,12,6,30,15,71-59,29-35
E2023_174,PAN-IST,20,REGULAR SEASON,E2023,PAN,IST,6,2,6,11,7,15,25,14,3,19,8,3,2,7,3,2,3,0,14,9,14,4,68,15,47,29,12,2,0-5,4,12-5,9,14,38-16,16,38-25,22,5,14,2,38-16,0-5
E2023_175,ASV-RED,20,REGULAR SEASON,E2023,ASV,RED,6,15,19,16,17,3,24,9,14,17,6,8,8,6,4,1,3,4,17,4,13,5,51,49,59,32,11,8,16-25,11,27-25,5,13,31-30,13,31-35,15,9,39,8,98-83,16-25
E2023_176,PAM-ZAL,20,REGULAR SEASON,E2023,PAM,ZAL,13,8,19,16,13,6,19,12,10,18,8,8,9,7,5,3,5,2,9,6,9,3,47,32,67,17,7,24,50-54,25,57-54,7,4,10-12,6,10-19,5,9,29,6,64-59,10-19
E2023_177,MIL-BER,20,REGULAR SEASON,E2023,MIL,BER,0,2,12,10,14,7,21,11,10,25,4,2,5,6,6,0,0,2,6,9,12,4,57,25,40,36,6,15,23-28,17,29-28,6,26,49-48,28,49-54,6,6,40,14,82-76,19-25
E2023_178,MUN-MAD,20,REGULAR SEASON,E2023,MUN,MAD,6,9,19,26,4,13,21,8,7,24,10,8,4,10,4,5,4,6,9,6,8,11,30,41,48,44,8,4,6-15,7,14-15,15,37,68-75,39,68-90,0,22,0,39,,68-90
E2023_179,BAR-OLY,20,REGULAR SEASON,E2023,BAR,OLY,0,4,14,12,14,15,22,9,11,14,7,6,7,5,4,1,2,4,14,6,7,7,59,27,46,32,8,4,10-7,6,18-7,10,31,77-63,35,77-73,15,2,28,1,69-54,0-2
E2023_180,TEL-VIR,20,REGULAR SEASON,E2023,TEL,VIR,6,9,17,11,11,9,28,7,10,25,7,2,8,6,3,4,5,2,14,3,9,10,65,30,38,40,8,17,33-39,19,41-39,8,8,16-11,10,16-19,19,9,40,14,88-69,26-35
E2023_181,ULK-MUN,21,REGULAR SEASON,E2023,ULK,MUN,7,15,21,11,14,14,24,13,9,23,8,6,9,8,4,3,4,2,13,3,11,9,58,40,40,51,9,31,57-61,33,66-61,12,7,22-12,12,22-24,11,4,5,30,19-8,55-59
E2023_182,PAN-MCO,21,REGULAR SEASON,E2023,PAN,MCO,5,14,18,18,8,8,25,17,4,16,10,5,11,5,9,2,5,7,12,3,8,7,69,19,27,36,11,4,7-5,6,18-5,11,29,64-41,33,64-52,25,0,40,0,88-63,
E2023_183,MIL-RED,21,REGULAR SEASON,E2023,MIL,RED,8,9,4,10,2,7,23,11,8,26,14,1,5,10,6,1,3,10,11,3,5,12,33,29,27,49,9,20,31-47,23,40-47,9,8,15-14,10,15-23,3,18,5,17,11-8,19-37
E2023_184,MAD-PAM,21,REGULAR SEASON,E2023,MAD,PAM,0,4,13,9,12,10,33,11,14,29,10,3,7,4,2,3,3,2,12,6,10,10,60,36,36,50,9,43,87-86,45,96-86,6,30,58-53,31,58-59,10,12,45,12,96-86,18-30
E2023_185,IST-VIR,21,REGULAR SEASON,E2023,IST,VIR,21,5,22,8,14,11,20,7,13,21,4,4,13,5,8,4,4,2,8,7,9,6,52,47,32,43,10,11,26-17,13,36-17,7,2,4-0,4,4-7,27,3,40,4,99-72,6-9
E2023_186,ASV-BER,21,REGULAR SEASON,E2023,ASV,BER,6,14,12,21,9,20,17,16,14,30,6,7,9,4,4,4,0,8,7,4,13,10,32,31,42,46,8,6,8-15,9,16-15,9,36,57-72,38,57-81,3,27,12,39,24-21,59-86
E2023_187,BAR-ZAL,21,REGULAR SEASON,E2023,BAR,ZAL,4,2,19,17,9,7,26,14,11,19,8,6,10,5,5,2,4,2,13,4,9,6,70,21,50,23,11,1,2-0,4,13-0,10,13,28-12,14,28-22,21,2,38,17,87-66,30-32
E2023_188,BAS-OLY,21,REGULAR SEASON,E2023,BAS,OLY,10,9,17,15,3,9,21,11,5,27,4,5,9,8,7,3,2,2,10,13,8,11,33,47,30,39,11,12,14-21,15,25-21,12,7,14-9,12,14-21,17,7,33,12,70-53,14-21
E2023_189,PAR-TEL,21,REGULAR SEASON,E2023,PAR,TEL,8,9,21,13,16,15,30,12,14,21,4,8,7,3,0,1,3,1,5,12,8,9,31,57,45,34,11,23,40-56,26,51-56,16,1,0-0,5,0-16,9,24,35,12,80-71,13-37
E2023_190,BER-MUN,22,REGULAR SEASON,E2023,BER,MUN,4,0,15,13,17,18,29,15,13,29,5,9,7,3,2,2,3,5,10,3,7,13,45,20,36,46,9,4,4-4,5,13-4,15,10,19-17,14,19-32,9,18,5,31,13-4,51-69
E2023_191,RED-BAS,22,REGULAR SEASON,E2023,RED,BAS,17,13,27,6,9,22,17,15,6,21,6,5,8,8,7,2,1,6,11,3,15,6,60,30,57,34,11,3,5-8,4,16-8,9,20,52-40,23,52-49,12,12,20,32,52-40,65-77
E2023_192,VIR-ASV,22,REGULAR SEASON,E2023,VIR,ASV,0,4,10,16,14,7,29,9,9,30,10,5,9,6,2,6,7,5,7,9,14,4,62,11,42,21,14,33,48-56,37,62-56,11,15,24-19,20,24-30,10,11,9,27,17-7,39-50
E2023_193,IST-BAR,22,REGULAR SEASON,E2023,IST,BAR,7,11,12,7,10,10,33,10,7,21,7,2,4,4,1,3,5,1,19,8,13,6,51,47,40,34,11,35,83-69,37,94-69,7,12,24-15,12,24-22,25,2,37,16,94-69,29-31
E2023_194,OLY-TEL,22,REGULAR SEASON,E2023,OLY,TEL,14,3,11,18,27,9,25,9,15,24,6,3,8,5,5,4,3,2,14,8,4,9,70,19,46,26,12,21,42-38,24,54-38,6,8,23-10,10,23-16,21,2,32,2,78-57,0-2
E2023_195,MCO-MAD,22,REGULAR SEASON,E2023,MCO,MAD,7,4,20,11,11,20,27,12,8,24,5,8,11,8,8,4,2,6,16,9,6,4,51,47,40,34,11,21,56-42,25,67-42,8,32,85-56,34,85-64,29,0,30,0,80-51,
E2023_196,PAN-PAR,22,REGULAR SEASON,E2023,PAN,PAR,15,8,20,17,9,9,24,12,6,15,13,5,7,10,8,0,8,3,12,4,12,4,65,19,30,41,8,6,7-12,8,15-12,9,19,42-33,21,42-42,13,5,40,6,84-71,7-12
E2023_197,PAM-MIL,22,REGULAR SEASON,E2023,PAM,MIL,18,9,14,12,4,8,27,6,9,25,5,3,5,4,3,5,6,0,10,7,11,4,58,26,49,23,13,27,46-56,29,59-56,6,14,28-29,18,28-35,12,11,40,21,84-72,32-43
E2023_198,ZAL-ULK,22,REGULAR SEASON,E2023,ZAL,ULK,13,2,17,9,9,16,27,17,7,16,8,2,6,5,6,1,3,1,18,7,9,4,61,37,40,35,12,1,0-0,5,12-0,9,15,34-18,17,34-27,23,0,40,0,98-75,
E2023_199,BER-RED,23,REGULAR SEASON,E2023,BER,RED,2,0,12,12,17,9,29,14,13,21,4,5,6,3,2,1,4,3,8,11,5,4,46,43,44,36,9,15,29-26,17,38-26,6,13,25-18,13,25-24,22,2,29,1,70-48,0-2
E2023_200,MUN-ASV,23,REGULAR SEASON,E2023,MUN,ASV,9,8,20,16,5,11,19,11,7,29,8,6,8,7,3,4,4,3,5,4,7,6,40,24,62,14,8,29,42-57,30,50-57,9,19,29-38,22,29-47,5,18,8,22,17-12,29-47
E2023_201,ULK-VIR,23,REGULAR SEASON,E2023,ULK,VIR,9,8,20,13,10,10,28,10,6,22,8,3,5,5,2,2,5,0,12,5,7,6,60,28,51,24,8,23,56-49,26,64-49,8,10,21-22,11,21-30,18,9,30,11,71-53,21-30
E2023_202,TEL-PAN,23,REGULAR SEASON,E2023,TEL,PAN,11,4,18,13,6,20,21,20,11,20,5,6,11,4,6,1,3,1,18,1,12,3,73,17,48,27,10,18,36-36,21,46-36,10,24,55-42,29,55-52,15,6,40,11,90-75,18-24
E2023_203,MAD-OLY,23,REGULAR SEASON,E2023,MAD,OLY,8,6,10,13,11,15,29,14,10,22,7,3,4,3,0,4,4,3,15,9,9,12,61,29,33,52,10,3,4-7,6,14-7,8,30,68-53,33,68-61,24,3,19,3,50-26,4-7
E2023_204,IST-MCO,23,REGULAR SEASON,E2023,IST,MCO,10,21,6,13,6,17,24,11,8,25,7,5,5,5,4,3,3,2,9,3,6,9,48,30,39,41,14,17,33-39,21,47-39,7,27,58-53,29,58-60,8,7,21,14,47-39,27-34
E2023_205,MIL-BAR,23,REGULAR SEASON,E2023,MIL,BAR,12,5,13,14,8,7,33,14,14,27,6,8,7,4,4,0,3,2,13,1,10,9,55,19,56,14,11,7,12-12,10,23-12,8,21,49-30,23,49-38,20,4,20,2,45-25,0-4
E2023_206,PAR-ZAL,23,REGULAR SEASON,E2023,PAR,ZAL,6,12,15,15,8,13,21,9,5,18,11,3,9,6,5,4,7,2,8,1,8,5,53,28,55,17,8,32,65-61,36,73-61,6,26,55-47,28,55-53,12,11,36,4,73-61,4-15
E2023_207,BAS-PAM,23,REGULAR SEASON,E2023,BAS,PAM,6,8,14,12,7,9,25,8,10,29,9,4,7,6,2,3,6,1,11,3,10,7,28,34,47,30,6,24,32-49,26,38-49,8,17,25-31,19,25-39,0,17,0,24,,32-49
E2023_208,RED-PAM,24,REGULAR SEASON,E2023,RED,PAM,10,4,14,14,6,7,26,12,10,20,7,3,5,4,1,1,4,1,7,14,4,7,19,63,31,33,12,9,11-12,13,23-12,7,6,9-3,8,9-10,21,1,40,9,82-61,11-12
E2023_209,MUN-BAS,24,REGULAR SEASON,E2023,MUN,BAS,4,13,14,20,14,9,26,10,9,17,9,3,5,3,3,1,4,2,13,10,6,16,66,46,44,65,8,21,56-54,24,64-54,11,37,94-85,41,94-96,13,3,14,42,38-25,96-99
E2023_210,ASV-ULK,24,REGULAR SEASON,E2023,ASV,ULK,3,6,9,14,22,8,18,12,20,19,6,4,6,5,4,0,3,1,10,3,15,5,38,35,49,34,7,11,20-18,14,27-18,12,19,42-32,22,42-44,12,13,17,34,39-27,59-72
E2023_211,OLY-BER,24,REGULAR SEASON,E2023,OLY,BER,19,14,20,15,24,5,23,8,13,19,5,10,7,10,5,8,3,3,6,15,9,8,68,33,40,47,12,29,70-61,31,82-61,11,35,93-69,37,93-80,25,5,33,21,88-63,45-50
E2023_212,MAD-TEL,24,REGULAR SEASON,E2023,MAD,TEL,6,8,14,21,2,24,25,16,5,17,7,6,7,4,5,4,5,1,13,13,15,5,53,53,67,34,9,32,82-78,33,91-78,11,33,91-78,36,91-89,13,0,33,0,91-78,
E2023_213,MCO-PAR,24,REGULAR SEASON,E2023,MCO,PAR,0,0,18,4,21,5,20,7,17,23,1,5,12,4,4,3,0,1,11,4,8,5,46,39,47,23,11,30,63-61,35,74-61,10,8,14-9,11,14-19,17,5,40,11,85-68,14-19
E2023_214,BAR-VIR,24,REGULAR SEASON,E2023,BAR,VIR,13,4,10,13,20,8,31,11,16,20,7,3,9,3,5,1,2,2,13,5,6,5,47,37,32,25,9,36,70-55,39,79-55,6,2,3-2,3,3-8,27,6,40,5,84-57,5-11
E2023_215,PAN-MIL,24,REGULAR SEASON,E2023,PAN,MIL,14,7,19,13,16,12,28,11,12,24,6,5,8,5,6,3,3,3,15,5,5,4,50,29,39,23,7,23,46-35,25,53-35,5,22,46-30,23,46-35,24,0,38,0,74-50,
E2023_216,ZAL-IST,24,REGULAR SEASON,E2023,ZAL,IST,8,8,18,20,18,10,24,10,16,16,3,5,8,5,6,4,2,2,8,19,8,5,56,40,54,16,13,10,31-14,14,44-14,12,14,46-16,16,46-28,30,0,14,0,46-16,
E2023_217,BER-PAM,25,REGULAR SEASON,E2023,BER,PAM,4,0,23,14,12,16,21,13,7,28,4,12,5,14,3,4,2,7,8,8,11,6,26,40,46,35,8,16,22-33,18,30-33,10,2,3-4,6,3-14,0,26,0,34,,47-73
E2023_218,MUN-OLY,25,REGULAR SEASON,E2023,MUN,OLY,8,4,4,13,13,16,26,6,8,25,5,5,1,4,3,0,3,1,6,6,10,7,33,39,36,40,8,33,51-60,34,59-60,8,30,51-52,33,51-60,7,9,24,33,44-37,51-60
E2023_219,MAD-ASV,25,REGULAR SEASON,E2023,MAD,ASV,4,4,15,5,13,10,19,12,11,21,0,6,6,7,2,5,1,1,6,14,13,3,42,44,52,27,15,18,37-35,24,52-35,8,24,55-37,26,55-45,18,3,24,1,55-37,2-5
E2023_220,BAS-TEL,25,REGULAR SEASON,E2023,BAS,TEL,4,22,13,16,9,15,30,16,9,23,4,7,5,2,2,0,6,2,18,4,10,3,62,30,53,29,8,20,54-47,22,62-47,11,28,73-54,31,73-65,19,6,28,10,73-54,20-26
E2023_221,IST-MIL,25,REGULAR SEASON,E2023,IST,MIL,9,4,12,2,9,9,27,6,11,25,7,4,10,2,3,3,4,2,9,5,14,7,53,26,44,29,10,26,50-48,28,60-48,10,13,23-25,15,23-35,14,13,30,16,64-50,25-38
E2023_222,MCO-ULK,25,REGULAR SEASON,E2023,MCO,ULK,6,0,21,7,13,14,19,14,9,26,5,4,11,9,6,5,3,0,9,7,9,5,53,23,48,21,8,32,62-66,36,70-66,9,13,27-29,17,27-38,9,11,39,17,76-67,27-38
E2023_223,RED-BAR,25,REGULAR SEASON,E2023,RED,BAR,8,14,11,18,15,4,20,9,16,24,4,8,6,5,2,1,6,3,8,8,12,8,31,45,49,36,7,32,53-70,34,60-70,6,10,17-18,12,17-24,0,18,0,26,,40-58
E2023_224,VIR-PAR,25,REGULAR SEASON,E2023,VIR,PAR,4,2,12,11,11,5,22,4,7,21,11,3,4,8,3,4,3,3,13,6,4,4,54,34,28,56,7,23,44-41,25,51-41,10,29,62-52,32,62-62,12,6,26,37,56-44,71-77
E2023_225,ZAL-PAN,25,REGULAR SEASON,E2023,ZAL,PAN,8,1,19,4,6,5,23,5,10,22,3,6,11,4,7,4,3,2,10,4,11,1,61,19,65,3,7,3,7-10,5,14-10,7,22,49-41,24,49-48,13,6,40,14,80-67,27-33
E2023_226,MIL-MAD,26,REGULAR SEASON,E2023,MIL,MAD,8,10,17,14,12,1,25,5,15,26,5,6,6,8,3,3,3,1,7,8,10,11,37,44,49,27,21,7,15-19,14,36-19,8,32,69-54,34,69-62,21,7,20,4,48-27,5-12
